albumArtist,artist,album,track,rating,key,artistKey,albumKey,trackNum,discNum
Adem,Adem,Love and Other Planets,Launch Yourself,6,87278,87262,87274,4,1
Air France,Air France,No Way Down,Maundy Thursday,4,86923,86916,86922,1,1
Air France,Air France,No Way Down,No Way Down,6,86927,86916,86922,5,1
Air France,Air France,No Way Down,Windmill Wedding,4,86928,86916,86922,6,1
Air France,Air France,On Trade Winds,Introduction,4,86918,86916,86917,1,1
Alabama Shakes,Alabama Shakes,Boys & Girls,Hold On,8,99584,99566,99583,1,1
Alabama Shakes,Alabama Shakes,Boys & Girls,I Found You,6,99585,99566,99583,2,1
Alabama Shakes,Alabama Shakes,Boys & Girls,Hang Loose,6,99586,99566,99583,3,1
Alabama Shakes,Alabama Shakes,Boys & Girls,You Ain't Alone,8,99588,99566,99583,5,1
Alabama Shakes,Alabama Shakes,Boys & Girls,Goin' to the Party,6,99589,99566,99583,6,1
Alabama Shakes,Alabama Shakes,Boys & Girls,Heartbreaker,6,99590,99566,99583,7,1
Alabama Shakes,Alabama Shakes,Boys & Girls,Boys & Girls,6,99591,99566,99583,8,1
Alabama Shakes,Alabama Shakes,Boys & Girls,Be Mine,6,99592,99566,99583,9,1
Alabama Shakes,Alabama Shakes,Boys & Girls,I Ain't the Same,6,99593,99566,99583,10,1
Alabama Shakes,Alabama Shakes,Boys & Girls,On Your Way,6,99594,99566,99583,11,1
Alabama Shakes,Alabama Shakes,Sound & Color,Sound & Color,6,102381,99566,102380,1,1
The Album Leaf,The Album Leaf,In a Safe Place,Window,6,87194,87192,87193,1,1
The Album Leaf,The Album Leaf,In a Safe Place,Over the Pond,6,87199,87192,87193,6,1
The Album Leaf,The Album Leaf,Into The Blue Again,Into The Sea,6,87229,87192,87222,7,1
The Aliens,The Aliens,Luna,Magic Man,6,83016,83006,83011,5,1
Almunia,Almunia,Pulsar,The Awakening,6,87184,87182,87183,1,1
Almunia,Almunia,Pulsar,Views From A Blue Train,6,87187,87182,87183,4,1
Almunia,Almunia,Pulsar,Follows What You Are,6,87188,87182,87183,5,1
Almunia,Almunia,Pulsar,Pulsar,6,87191,87182,87183,8,1
Aloe Blacc,Aloe Blacc,Good Things,Miss Fortune,4,100018,99996,100014,4,1
Aloe Blacc,Aloe Blacc,Good Things,Politician,6,100019,99996,100014,5,1
Aloe Blacc,Aloe Blacc,Good Things,You Make Me Smile,8,100025,99996,100014,10,1
Amadou & Mariam,Amadou & Mariam,Dimanche à Bamako,M'bifé,8,103424,78712,91061,1,1
Amadou & Mariam,Amadou & Mariam,Dimanche à Bamako,Sénégal Fast Food,8,103427,78712,91061,5,1
Anderson .Paak,Anderson .Paak,Malibu,The Bird,8,76259,76257,76258,1,1
Anderson .Paak,Anderson .Paak,Malibu,Come Down,6,76271,76257,76258,13,1
Andrew Bird,Andrew Bird,Break It Yourself,Give It Away,6,82477,82472,82473,4,1
Andrew Bird,Andrew Bird,The Swimming Hour,Two Way Action,4,104019,103988,104018,1,1
Animal Collective,Animal Collective,Centipede Hz,Rosie Oh,4,92513,87152,92510,3,1
Animal Collective,Animal Collective,Centipede Hz,Wide Eyed,4,92515,87152,92510,5,1
Animal Collective,Animal Collective,Centipede Hz,Mercury Man,4,92519,87152,92510,9,1
Animal Collective,Animal Collective,Merriweather Post Pavilion,Summertime Clothes,6,87169,87152,87165,4,1
Animal Collective,Animal Collective,Merriweather Post Pavilion,Bluish,8,87171,87152,87165,6,1
Animal Collective,Animal Collective,Merriweather Post Pavilion,Taste,4,87173,87152,87165,8,1
The Antlers,The Antlers,Burst Apart,I Don't Want Love,8,76903,76891,76902,1,1
The Antlers,The Antlers,Burst Apart,French Exit,6,76904,76891,76902,2,1
The Antlers,The Antlers,Burst Apart,Parentheses,6,76905,76891,76902,3,1
The Antlers,The Antlers,Burst Apart,No Widows,6,76906,76891,76902,4,1
The Antlers,The Antlers,Burst Apart,Rolled Together,6,76907,76891,76902,5,1
The Antlers,The Antlers,Burst Apart,Every Night My Teeth Are Falling Out,8,76908,76891,76902,6,1
The Antlers,The Antlers,Burst Apart,Tiptoe,4,76909,76891,76902,7,1
The Antlers,The Antlers,Burst Apart,Hounds,6,76910,76891,76902,8,1
The Antlers,The Antlers,Burst Apart,Corsicana,5,76911,76891,76902,9,1
The Antlers,The Antlers,Burst Apart,Putting The Dog To Sleep,6,76912,76891,76902,10,1
The Antlers,The Antlers,Hospice,Prologue,4,92349,76891,92348,1,1
The Antlers,The Antlers,Hospice,Sylvia,6,92351,76891,92348,3,1
Antony and the Johnsons,Antony and the Johnsons,I Am A Bird Now,Hope There's Someone,6,87328,87326,87327,1,1
Antony and the Johnsons,Antony and the Johnsons,I Am A Bird Now,My Lady Story,6,87329,87326,87327,2,1
Antony and the Johnsons,Antony and the Johnsons,I Am A Bird Now,For Today I Am A Boy,6,87330,87326,87327,3,1
Antony and the Johnsons,Antony and the Johnsons,I Am A Bird Now,Man Is The Baby,4,87331,87326,87327,4,1
Antony and the Johnsons,Antony and the Johnsons,I Am A Bird Now,You Are My Sister,8,87332,87326,87327,5,1
Antony and the Johnsons,Antony and the Johnsons,I Am A Bird Now,What Can I Do,4,87333,87326,87327,6,1
Antony and the Johnsons,Antony and the Johnsons,I Am A Bird Now,Fistful Of Love,8,87334,87326,87327,7,1
Antony and the Johnsons,Antony and the Johnsons,I Am A Bird Now,Spiralling,6,87335,87326,87327,8,1
Antony and the Johnsons,Antony and the Johnsons,I Am A Bird Now,Free At Last,2,87336,87326,87327,9,1
Antony and the Johnsons,Antony and the Johnsons,I Am A Bird Now,Bird Guhl,6,87337,87326,87327,10,1
Aphex Twin,Aphex Twin,Syro,minipops 67 [120.2][source field mix],6,76636,76634,76635,1,1
Aphex Twin,Aphex Twin,Syro,XMAS_EVET10 [120][thanaton3 mix],6,76637,76634,76635,2,1
Aphex Twin,Aphex Twin,Syro,produk 29 [101],6,76638,76634,76635,3,1
Aphex Twin,Aphex Twin,Syro,180db_ [130],4,76640,76634,76635,5,1
Aphex Twin,Aphex Twin,Syro,CIRCLONT6A [141.98][syrobonkus mix],4,76641,76634,76635,6,1
Aphex Twin,Aphex Twin,Syro,fz pseudotimestretch+e+3 [138.85],2,76642,76634,76635,7,1
Aphex Twin,Aphex Twin,Syro,CIRCLONT14 [152.97][shrymoming mix],6,76643,76634,76635,8,1
Aphex Twin,Aphex Twin,Syro,syro u473t8+e [141.98][piezoluminescence mix],6,76644,76634,76635,9,1
Aphex Twin,Aphex Twin,Syro,PAPAT4 [155][pineal mix],6,76645,76634,76635,10,1
Aphex Twin,Aphex Twin,Syro,s950tx16wasr10 [163.97][earth portal mix],6,76646,76634,76635,11,1
Aphex Twin,Aphex Twin,Syro,aisatsana [102],6,76647,76634,76635,12,1
Arcade Fire,Arcade Fire,Everything Now,Everything Now,8,103476,84193,103474,2,1
Arcade Fire,Arcade Fire,Funeral,Crown of Love,8,84212,84193,84206,6,1
Arcade Fire,Arcade Fire,Neon Bible,Black Mirror,8,84195,84193,92438,1,1
Arcade Fire,Arcade Fire,Neon Bible,Ocean of Noise,4,84200,84193,92438,6,1
Arcade Fire,Arcade Fire,Neon Bible,(Antichrist Television Blues),10,103468,84193,92438,8,1
Arcade Fire,Arcade Fire,Reflektor,Reflektor,8,103450,84193,103449,1,1
Arcade Fire,Arcade Fire,Reflektor,We Exist,6,103451,84193,103449,2,1
Arcade Fire,Arcade Fire,The Suburbs,Ready to Start,6,103446,84193,103445,2,1
Arcade Fire,Arcade Fire,The Suburbs,Sprawl I (Flatland),4,84245,84193,103445,14,1
Arcade Fire,Arcade Fire,The Suburbs,The Suburbs (Continued),4,84247,84193,103445,16,1
Asobi Seksu,Asobi Seksu,Citrus,New Years,8,87142,87138,87139,3,1
Asobi Seksu,Asobi Seksu,Citrus,Thursday,8,87143,87138,87139,4,1
Atlas Sound,Atlas Sound,Logos,Criminals,4,87116,79342,79343,4,1
Atlas Sound,Atlas Sound,Logos,Washington School,4,87122,79342,79343,10,1
Atlas Sound,Atlas Sound,Parallax,Mona Lisa,6,87130,79342,103488,6,1
Erykah Badu,Erykah Badu,But You Caint Use My Phone,Cel U Lar Device,6,99722,99718,99719,3,1
Baxter Dury,Baxter Dury,Len Parrot's Memorial Lift,Beneath The Underdog,8,99953,99951,99952,1,1
Baxter Dury,Baxter Dury,Len Parrot's Memorial Lift,Oscar Brown,10,99954,99951,99952,2,1
Baxter Dury,Baxter Dury,Len Parrot's Memorial Lift,Lucifer's Grain,6,99955,99951,99952,3,1
Baxter Dury,Baxter Dury,Len Parrot's Memorial Lift,Fungus Hedge,6,99956,99951,99952,4,1
Baxter Dury,Baxter Dury,Len Parrot's Memorial Lift,Auntie Jane,6,99957,99951,99952,5,1
Baxter Dury,Baxter Dury,Len Parrot's Memorial Lift,Gingham Smalls 2,4,99958,99951,99952,6,1
Baxter Dury,Baxter Dury,Len Parrot's Memorial Lift,Bachelor,6,99959,99951,99952,7,1
Baxter Dury,Baxter Dury,Len Parrot's Memorial Lift,Len Parrot's Memorial Lift,6,99960,99951,99952,8,1
Baxter Dury,Baxter Dury,Len Parrot's Memorial Lift,Boneyard Dogs,6,99961,99951,99952,9,1
Beach House,Beach House,Bloom,Myth,6,91071,87047,91070,1,1
Beach House,Beach House,Bloom,Wild,6,91072,87047,91070,2,1
Beach House,Beach House,Bloom,Troublemaker,4,91076,87047,91070,6,1
Beach House,Beach House,Depression Cherry,Levitation,4,92498,87047,92497,1,1
Beach House,Beach House,Depression Cherry,Sparks,6,92499,87047,92497,2,1
Beach House,Beach House,Depression Cherry,Space Song,4,92500,87047,92497,3,1
Beach House,Beach House,Depression Cherry,Beyond Love,4,92501,87047,92497,4,1
Beach House,Beach House,Depression Cherry,10:37,4,92502,87047,92497,5,1
Beach House,Beach House,Depression Cherry,PPP,4,92503,87047,92497,6,1
Beach House,Beach House,Depression Cherry,Wildflower,4,92504,87047,92497,7,1
Beach House,Beach House,Depression Cherry,Bluebird,6,92505,87047,92497,8,1
Beach House,Beach House,Depression Cherry,Days Of Candy,4,92506,87047,92497,9,1
Beach House,Beach House,Devotion,Gila,6,87103,87047,87100,3,1
Beach House,Beach House,Teen Dream,Norway,6,87092,87047,87089,3,1
Beach House,Beach House,Teen Dream,10 Mile Stereo,6,87097,87047,87089,8,1
The Beatles,The Beatles,Abbey Road,Come Together,8,87018,87001,87017,1,1
The Beatles,The Beatles,Abbey Road,Something,10,87019,87001,87017,2,1
The Beatles,The Beatles,Abbey Road,Maxwell’s Silver Hammer,6,87020,87001,87017,3,1
The Beatles,The Beatles,Abbey Road,Oh! Darling,6,87021,87001,87017,4,1
The Beatles,The Beatles,Abbey Road,Octopus’s Garden,6,87022,87001,87017,5,1
The Beatles,The Beatles,Abbey Road,I Want You (She's So Heavy),6,87023,87001,87017,6,1
The Beatles,The Beatles,Abbey Road,Here Comes the Sun,8,87024,87001,87017,7,1
The Beatles,The Beatles,Abbey Road,Because,6,87025,87001,87017,8,1
The Beatles,The Beatles,Abbey Road,You Never Give Me Your Money,6,87026,87001,87017,9,1
The Beatles,The Beatles,Abbey Road,Sun King,6,87027,87001,87017,10,1
The Beatles,The Beatles,Abbey Road,Mean Mr. Mustard,6,87028,87001,87017,11,1
The Beatles,The Beatles,Abbey Road,Polythene Pam,4,87029,87001,87017,12,1
The Beatles,The Beatles,Abbey Road,She Came in Through the Bathroom Window,6,87030,87001,87017,13,1
The Beatles,The Beatles,Abbey Road,Golden Slumbers,10,87031,87001,87017,14,1
The Beatles,The Beatles,Abbey Road,Carry That Weight,8,87032,87001,87017,15,1
The Beatles,The Beatles,Abbey Road,The End,6,87033,87001,87017,16,1
The Beatles,The Beatles,Abbey Road,Her Majesty,6,87034,87001,87017,17,1
Beck,Beck,Record Club,Sunday Morning,6,77511,77495,77510,1,1
Beck,Beck,Record Club,I'm Waiting for My Man,6,77512,77495,77510,2,1
Beck,Beck,Record Club,I'll Be Your Mirror,6,77519,77495,77510,9,1
The Bees,The Bees,Sunshine Hit Me,A Minha Menina,8,106648,106636,106642,6,1
Beirut,Beirut,The Flying Club Cup,A Sunday Smile,6,82326,82310,82323,3,1
Beirut,Beirut,The Rip Tide,Santa Fe,6,82351,82310,82349,2,1
Beirut,Beirut,The Rip Tide,The Peacock,4,82357,82310,82349,8,1
Belle and Sebastian,Belle and Sebastian,The BBC Sessions,The State I Am In,8,75662,101016,75661,1,1
Belle and Sebastian,Belle and Sebastian,The BBC Sessions,Seymour Stein,4,75667,101016,75661,6,1
Belle and Sebastian,Belle and Sebastian,The BBC Sessions,Sleep the Clock Around,8,101358,101016,75661,8,1
Belle and Sebastian,Belle and Sebastian,The BBC Sessions,The Boy With the Arab Strap,8,101365,101016,75661,8,2
Belle and Sebastian,Belle and Sebastian,The Boy With the Arab Strap,It Could Have Been a Brilliant Career,6,75649,101016,75648,1,1
Belle and Sebastian,Belle and Sebastian,The Boy With the Arab Strap,Sleep the Clock Around,8,75650,101016,75648,2,1
Belle and Sebastian,Belle and Sebastian,The Boy With the Arab Strap,Is It Wicked Not to Care?,5,75651,101016,75648,3,1
Belle and Sebastian,Belle and Sebastian,The Boy With the Arab Strap,Ease Your Feet in the Sea,4,75652,101016,75648,4,1
Belle and Sebastian,Belle and Sebastian,The Boy With the Arab Strap,A Summer Wasting,6,75653,101016,75648,5,1
Belle and Sebastian,Belle and Sebastian,The Boy With the Arab Strap,Seymour Stein,6,75654,101016,75648,6,1
Belle and Sebastian,Belle and Sebastian,The Boy With the Arab Strap,A Space Boy Dream,4,75655,101016,75648,7,1
Belle and Sebastian,Belle and Sebastian,The Boy With the Arab Strap,Dirty Dream Number Two,8,75656,101016,75648,8,1
Belle and Sebastian,Belle and Sebastian,The Boy With the Arab Strap,The Boy With the Arab Strap,8,75657,101016,75648,9,1
Belle and Sebastian,Belle and Sebastian,The Boy With the Arab Strap,Chickfactor,6,75658,101016,75648,10,1
Belle and Sebastian,Belle and Sebastian,The Boy With the Arab Strap,Simple Things,6,75659,101016,75648,11,1
Belle and Sebastian,Belle and Sebastian,The Boy With the Arab Strap,The Rollercoaster Ride,6,75660,101016,75648,12,1
Belle and Sebastian,Belle and Sebastian,"Fold Your Hands Child, You Walk Like a Peasant",I Fought in a War,4,104071,101016,104070,1,1
Belle and Sebastian,Belle and Sebastian,"Fold Your Hands Child, You Walk Like a Peasant",The Model,6,104072,101016,104070,2,1
Belle and Sebastian,Belle and Sebastian,"Fold Your Hands Child, You Walk Like a Peasant",Beyond the Sunrise,4,104073,101016,104070,3,1
Belle and Sebastian,Belle and Sebastian,"Fold Your Hands Child, You Walk Like a Peasant",Waiting for the Moon to Rise,4,104074,101016,104070,4,1
Belle and Sebastian,Belle and Sebastian,"Fold Your Hands Child, You Walk Like a Peasant",Don't Leave the Light On Baby,6,104075,101016,104070,5,1
Belle and Sebastian,Belle and Sebastian,"Fold Your Hands Child, You Walk Like a Peasant",The Wrong Girl,6,104076,101016,104070,6,1
Belle and Sebastian,Belle and Sebastian,"Fold Your Hands Child, You Walk Like a Peasant",The Chalet Lines,2,104077,101016,104070,7,1
Belle and Sebastian,Belle and Sebastian,"Fold Your Hands Child, You Walk Like a Peasant",Nice Day for a Sulk,4,104078,101016,104070,8,1
Belle and Sebastian,Belle and Sebastian,"Fold Your Hands Child, You Walk Like a Peasant",Women's Realm,6,104079,101016,104070,9,1
Belle and Sebastian,Belle and Sebastian,"Fold Your Hands Child, You Walk Like a Peasant",Family Tree,4,104080,101016,104070,10,1
Belle and Sebastian,Belle and Sebastian,"Fold Your Hands Child, You Walk Like a Peasant",There's Too Much Love,6,104081,101016,104070,11,1
Belle and Sebastian,Belle and Sebastian,If You're Feeling Sinister,Seeing Other People,6,75626,101016,75624,2,1
Belle and Sebastian,Belle and Sebastian,The Life Pursuit,Sukie in the Graveyard,6,101042,101016,101036,6,1
Belle and Sebastian,Belle and Sebastian,The Life Pursuit,Mornington Crescent,6,101049,101016,101036,13,1
Belle and Sebastian,Belle and Sebastian,Push Barman to Open Old Wounds,The State I Am In,8,101373,101016,75556,2,1
Belle and Sebastian,Belle and Sebastian,Push Barman to Open Old Wounds,Belle and Sebastian,4,101375,101016,75556,4,1
Belle and Sebastian,Belle and Sebastian,Push Barman to Open Old Wounds,This Is Just a Modern Rock Song,10,101384,101016,75556,1,2
Belle and Sebastian,Belle & Sebastian,Write About Love,I Didn't See It Coming,6,75582,101016,75581,1,1
Ben Kweller,Ben Kweller,Sha Sha,In Other Words,4,82303,82297,82298,5,1
Ben Kweller,Ben Kweller,Sha Sha,Falling,8,82309,82297,82298,11,1
The Beta Band,The Beta Band,Hot Shots II,Squares,6,82274,82267,82273,1,1
The Beta Band,The Beta Band,Hot Shots II,Al Sharp,6,82275,82267,82273,2,1
The Beta Band,The Beta Band,Hot Shots II,Human Being,6,82276,82267,82273,3,1
The Beta Band,The Beta Band,Hot Shots II,Gone,4,82277,82267,82273,4,1
The Beta Band,The Beta Band,Hot Shots II,Dragon,4,82278,82267,82273,5,1
The Beta Band,The Beta Band,Hot Shots II,Broke,4,82279,82267,82273,6,1
The Beta Band,The Beta Band,Hot Shots II,Quiet,6,82280,82267,82273,7,1
The Beta Band,The Beta Band,Hot Shots II,Alleged,6,82281,82267,82273,8,1
The Beta Band,The Beta Band,Hot Shots II,Life,6,82282,82267,82273,9,1
The Beta Band,The Beta Band,Hot Shots II,Eclipse,8,82283,82267,82273,10,1
The Beta Band,The Beta Band,The Three E.P.'s,Dry the Rain,10,103084,82267,103083,1,1
Beulah,Beulah,When Your Heartstrings Break,Sunday Under Glass,6,82257,82254,82255,2,1
Beyoncé,Beyoncé,Lemonade,Pray You Catch Me,6,76234,76217,76233,1,1
Beyoncé,Beyoncé,Lemonade,Hold Up,8,76235,76217,76233,2,1
Beyoncé,Beyoncé,Lemonade,Don't Hurt Yourself (feat. Jack White),6,76236,76217,76233,3,1
Beyoncé,Beyoncé,Lemonade,Sorry,8,76237,76217,76233,4,1
Beyoncé,Beyoncé,Lemonade,6 Inch (feat. The Weeknd),6,76238,76217,76233,5,1
Beyoncé,Beyoncé,Lemonade,Daddy Lessons,6,76239,76217,76233,6,1
Beyoncé,Beyoncé,Lemonade,Love Drought,4,76240,76217,76233,7,1
Beyoncé,Beyoncé,Lemonade,Sandcastles,6,76241,76217,76233,8,1
Beyoncé,Beyoncé,Lemonade,Forward (feat. James Blake),6,76242,76217,76233,9,1
Beyoncé,Beyoncé,Lemonade,Freedom (feat. Kendrick Lamar),6,76243,76217,76233,10,1
Beyoncé,Beyoncé,Lemonade,All Night,4,76244,76217,76233,11,1
Beyoncé,Beyoncé,Lemonade,Formation,8,76245,76217,76233,12,1
Bill Callahan,Bill Callahan,Apocalypse,Baby's Breath,4,84627,84624,84625,2,1
Bill Callahan,Bill Callahan,Apocalypse,Riding for the Feeling,6,84630,84624,84625,5,1
Bill Callahan,Bill Callahan,Woke on a Whaleheart,The Wheel,8,84648,84624,84643,5,1
Bill Callahan,Bill Callahan,Woke on a Whaleheart,Honeymoon Child,6,84649,84624,84643,6,1
Billie Eilish,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",xanny,6,88005,88001,88002,3,1
Billie Eilish,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",you should see me in a crown,6,88006,88001,88002,4,1
Billie Eilish,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",when the party's over,6,88009,88001,88002,7,1
Billie Holiday,Billie Holiday,16 Most Requested Songs,The Way You Look Tonight,8,82863,82858,82859,4,1
Billie Holiday,Billie Holiday,16 Most Requested Songs,Easy Living,6,82869,82858,82859,10,1
Black Star,Black Star,Black Star,Respiration,4,84161,84149,84150,11,1
James Blake,James Blake,The Colour in Anything,Points,6,101834,84562,101832,2,1
James Blake,James Blake,The Colour in Anything,Two Men Down,6,84577,84562,101832,14,1
James Blake,James Blake,The Colour in Anything,Modern Soul,6,101846,84562,101832,15,1
James Blake,James Blake,James Blake,The Wilhelm Scream,8,84588,84562,84586,2,1
James Blake,James Blake,James Blake,I Never Learnt to Share,6,84589,84562,84586,3,1
James Blake,James Blake,James Blake,Limit to Your Love,6,84592,84562,84586,6,1
James Blake,James Blake,James Blake [Deluxe Version],The Wilhelm Scream,8,101889,84562,84604,3,1
James Blake,James Blake,James Blake [Deluxe Version],I Never Learnt to Share,6,101890,84562,84604,4,1
James Blake,James Blake,James Blake [Deluxe Version],Limit to Your Love,6,101893,84562,84604,7,1
James Blake,James Blake,Overgrown,Retrograde,8,87928,84562,87923,5,1
Art Blakey & The Jazz Messengers,Art Blakey & The Jazz Messengers,Moanin',Moanin',10,100790,100780,100788,2,1
Art Blakey & The Jazz Messengers,Art Blakey & The Jazz Messengers,Moanin',Are You Real,8,100791,100780,100788,3,1
Art Blakey & The Jazz Messengers,Art Blakey & The Jazz Messengers,Moanin',Along Came Betty,6,100792,100780,100788,4,1
Blood Orange,Blood Orange,Cupid Deluxe,You're Not Good Enough,6,100994,76103,100992,2,1
Blood Orange,Blood Orange,Freetown Sound,Chance,6,76107,76103,76104,3,NA
Blood Orange,Blood Orange,Freetown Sound,With Him,4,76109,76103,76104,5,NA
Blood Orange,Blood Orange,Freetown Sound,E.V.P.,8,76110,76103,76104,6,NA
Boards of Canada,Boards of Canada,The Campfire Headphase,Peacock Tail,8,91253,75927,75946,4,1
Boards of Canada,Boards of Canada,The Campfire Headphase,'84 Pontiac Dream,6,91256,75927,75946,7,1
Boards of Canada,Boards of Canada,Music Has the Right to Children,An Eagle in Your Mind,6,91291,75927,75962,2,1
Boards of Canada,Boards of Canada,Music Has the Right to Children,Olson,6,91302,75927,75962,13,1
Boards of Canada,Boards of Canada,Music Has the Right to Children,Pete Standing Alone,6,91303,75927,75962,14,1
Boards of Canada,Boards of Canada,Tomorrow's Harvest,Reach for the Dead,6,91234,75927,91232,2,1
Bob Dylan,Bob Dylan,Blood On The Tracks,Simple Twist Of Fate,10,82218,82191,82216,2,1
Bon Iver,Bon Iver,Bon Iver,Perth,8,92487,92756,92486,1,1
Bon Iver,Bon Iver,Bon Iver,Holocene,6,92489,92756,92486,3,1
Bon Iver,Bon Iver,Bon Iver,Michicant,4,92491,92756,92486,5,1
Bon Iver,Bon Iver,"For Emma, Forever Ago",Blindsided,6,86559,92756,92484,5,1
Boom Bip,Boom Bip,Blue Eyed in the Red Room,Girl Toy,6,103285,75435,103281,4,1
Boom Bip,Boom Bip,Seed to Sun,Roads Must Roll,10,103293,75435,103292,1,1
David Bowie,David Bowie,Blackstar,Blackstar,8,100134,100029,100133,1,1
David Bowie,David Bowie,Blackstar,'Tis a Pity She Was a Whore,6,100135,100029,100133,2,1
David Bowie,David Bowie,Blackstar,Lazarus,8,100136,100029,100133,3,1
David Bowie,David Bowie,Blackstar,Sue (or In a Season of Crime),4,101347,100029,100133,4,1
David Bowie,David Bowie,Blackstar,Girl Loves Me,6,100138,100029,100133,5,1
David Bowie,David Bowie,Blackstar,Dollar Days,6,100139,100029,100133,6,1
David Bowie,David Bowie,Blackstar,I Can't Give Everything Away,8,100140,100029,100133,7,1
David Bowie,David Bowie,Bowie at the Beeb: The Best of the BBC Radio Sessions,Suffragette City,8,100124,100029,100114,11,2
David Bowie,David Bowie,Bowie at the Beeb: The Best of the BBC Radio Sessions,Ziggy Stardust,8,100118,100029,100114,12,2
David Bowie,David Bowie,Bowie at the Beeb: The Best of the BBC Radio Sessions,Ziggy Stardust,8,100125,100029,100114,12,2
David Bowie,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,Ziggy Stardust,8,100039,100029,100030,9,1
David Bowie,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,Suffragette City,8,100040,100029,100030,10,1
David Bowie,David Bowie,The Singles Collection,Ziggy Stardust,8,103891,100029,103887,4,1
David Bowie,David Bowie,The Singles Collection,Suffragette City,8,103892,100029,103887,5,1
The Boy Least Likely To,The Boy Least Likely To,The Best Party Ever,I'm Glad I Hitched My Apple Wagon to Your Star,6,82063,82055,82056,7,1
Ben Lukas Boysen,Ben Lukas Boysen,Mirage,Clarion,6,103986,103980,103981,5,1
Brightblack Morning Light,Brightblack Morning Light,Motion To Rejoin,Hologram Buffalo,6,92411,82002,92409,2,1
Brightblack Morning Light,Brightblack Morning Light,Motion To Rejoin,Another Reclaimation,4,92414,82002,92409,5,1
British Sea Power,British Sea Power,Do You Like Rock Music?,The Great Skua,8,91993,84347,91985,8,1
British Sea Power,British Sea Power,Machineries of Joy,What You Need the Most,4,105212,84347,105210,5,1
British Sea Power,British Sea Power,Machineries of Joy,When a Warm Wind Blows Through the Grass,4,105214,84347,105210,10,1
British Sea Power,British Sea Power,Valhalla Dancehall,We Are Sound,6,91962,84347,91960,2,1
British Sea Power,British Sea Power,Valhalla Dancehall,Once More Now,6,91972,84347,91960,12,1
Brittany Howard,Brittany Howard,Jaime,History Repeats,4,92765,92763,92764,1,1
Brittany Howard,Brittany Howard,Jaime,He Loves Me,4,92766,92763,92764,2,1
Brittany Howard,Brittany Howard,Jaime,Georgia,6,92767,92763,92764,3,1
Brittany Howard,Brittany Howard,Jaime,Stay High,10,92768,92763,92764,4,1
Brittany Howard,Brittany Howard,Jaime,Tomorrow,6,92769,92763,92764,5,1
Brittany Howard,Brittany Howard,Jaime,Short and Sweet,4,92770,92763,92764,6,1
Brittany Howard,Brittany Howard,Jaime,13th Century Metal,4,92771,92763,92764,7,1
Brittany Howard,Brittany Howard,Jaime,Baby,6,92772,92763,92764,8,1
Brittany Howard,Brittany Howard,Jaime,Goat Head,6,92773,92763,92764,9,1
Brittany Howard,Brittany Howard,Jaime,Presence,6,92774,92763,92764,10,1
Brittany Howard,Brittany Howard,Jaime,Run to Me,6,92775,92763,92764,11,1
Broken Bells,Broken Bells,Broken Bells,The Ghost Inside,6,77598,104155,77594,4,1
Broken Bells,Broken Bells,Broken Bells,Citizen,4,77601,104155,77594,7,1
Broken Bells,Broken Bells,Broken Bells,October,6,77602,104155,77594,8,1
Broken Social Scene,Broken Social Scene,Broken Social Scene,7/4 (Shoreline),6,84321,84263,84318,3,1
Broken Social Scene,Broken Social Scene,Broken Social Scene,Superconnected,4,84329,84263,84318,11,1
Broken Social Scene,Broken Social Scene,Forgiveness Rock Record,World Sick,8,84304,84263,101396,1,1
Broken Social Scene,Broken Social Scene,Forgiveness Rock Record,Forced to Love,6,101397,84263,101396,4,1
Broken Social Scene,Broken Social Scene,Forgiveness Rock Record,Art House Director,6,84309,84263,101396,6,1
Broken Social Scene,Broken Social Scene,Forgiveness Rock Record,Sweetest Kill,6,84314,84263,101396,11,1
Broken Social Scene,Broken Social Scene,Hug of Thunder,Hug of Thunder,6,101487,84263,84264,7,1
Broken Social Scene,Broken Social Scene,Spirit If...,Farewell to the Pressure Kids,6,101447,84263,84332,1,1
Broken Social Scene,Broken Social Scene,Spirit If...,Broke Me Up,4,84338,84263,84332,6,1
Broken Social Scene,Broken Social Scene,Spirit If...,Frightening Lives,6,84340,84263,84332,8,1
Broken Social Scene,Broken Social Scene,Spirit If...,Underneath the Skin,4,101450,84263,84332,9,1
Broken Social Scene,Broken Social Scene,Spirit If...,Big Love,6,84342,84263,84332,10,1
Broken Social Scene,Broken Social Scene,You Forgot It In People,Cause = Time,6,84285,84263,84277,8,1
Broken Social Scene,Broken Social Scene,You Forgot It In People,Lover's Spit,6,84288,84263,84277,11,1
Bruce Springsteen,Bruce Springsteen,Born In The U.S.A.,I'm on Fire,8,84016,84009,84010,6,1
Burial,Burial,Burial,Gutted,6,77983,77947,77975,8,1
Burial,Burial,Kindred,Kindred,6,77972,77947,77971,1,1
Burial,Burial & Four Tet,Nova,,6,77963,77947,77962,NA,1
Burial,Burial,Street Halo,Street Halo,10,77990,77947,77989,1,1
