albumArtist,artist,album,track,rating,key,artistKey,albumKey,trackNum,discNum
The Stepkids,The Stepkids,The Stepkids,Cup Half Full,8,86143,86129,86134,9,1
Steve Mason & Dennis Bovell,Steve Mason & Dennis Bovell,Ghosts Outside,Dub Position,6,86429,86426,86427,2,NA
Steve Mason & Dennis Bovell,Steve Mason & Dennis Bovell,Ghosts Outside,Letter Dub,6,86430,86426,86427,3,NA
Steve Mason & Dennis Bovell,Steve Mason & Dennis Bovell,Ghosts Outside,Yesterday Dub,6,86431,86426,86427,4,NA
Steve Mason & Dennis Bovell,Steve Mason & Dennis Bovell,Ghosts Outside,Dub Outside,8,86433,86426,86427,6,NA
Steve Mason & Dennis Bovell,Steve Mason & Dennis Bovell,Ghosts Outside,Dub On My Heel,6,86434,86426,86427,7,NA
Steve Mason & Dennis Bovell,Steve Mason & Dennis Bovell,Ghosts Outside,Understand My Dub,6,86436,86426,86427,9,NA
The Streets,The Streets,Computers and Blues,Without Thinking,6,104704,83300,104699,5,1
The Streets,The Streets,Computers and Blues,We Can Never Be Friends,6,104708,83300,104699,9,1
The Streets,The Streets,Computers and Blues,Trust Me,4,104712,83300,104699,13,1
The Streets,The Streets,Computers and Blues,Lock the Locks,6,104713,83300,104699,14,1
The Strokes,The Strokes,Is This It?,Someday,6,85661,85655,85656,5,1
Sufjan Stevens,Sufjan Stevens,Carrie & Lowell,Should Have Known Better,6,78874,78871,78872,2,1
Sufjan Stevens,Sufjan Stevens,Illinois,Chicago,8,78905,78871,102193,9,1
Sufjan Stevens,Sufjan Stevens,Illinois,Casimir Pulaski Day,8,78906,78871,102193,10,1
Sufjan Stevens,Sufjan Stevens,The Age of Adz,I Walked,6,104258,78871,104254,4,1
Sunset Rubdown,Sunset Rubdown,Random Spirit Lover,The Mending Of The Gown,6,86025,86023,86024,1,1
Super Furry Animals,Super Furry Animals,"Songbook: The Singles, Volume 1",Golden Retriever,6,102260,87415,102245,16,1
Supergrass,Supergrass,Life on Other Planets,Seen the Light,6,104644,78858,104641,3,1
Supergrass,Supergrass,Life on Other Planets,Grace,8,104650,78858,104641,9,1
The Tallest Man on Earth,The Tallest Man on Earth,There's No Leaving Now,1904,8,100714,100709,100710,4,1
Tame Impala,Tame Impala,Lonerism,Feels Like We Only Go Backwards,6,78164,78155,78156,7,1
Tame Impala,Tame Impala,Lonerism,Elephant,6,78166,78155,78156,9,1
Tanlines,Tanlines,Mixed Emotions,Brothers,8,85340,85338,85339,1,1
Tanlines,Tanlines,Mixed Emotions,Yes Way,6,85344,85338,85339,5,1
Tanlines,Tanlines,Mixed Emotions,Real Life,6,85347,85338,85339,8,1
Tanlines,Tanlines,Mixed Emotions,Nonesuch,6,85350,85338,85339,11,1
Teenage Fanclub,Teenage Fanclub,Four Thousand Seven Hundred and Sixty-Six Seconds: A Short Cut to Teenage Fanclub,Ain't That Enough,8,85635,85593,85633,2,1
Teenage Fanclub,Teenage Fanclub,Man-Made,Born Under A Good Sign,4,85618,85593,85607,11,1
Sébastien Tellier,Sébastien Tellier,Sexuality,Kilometer,6,105196,82898,105194,2,1
Sébastien Tellier,Sébastien Tellier,Sexuality,Elle,6,105202,82898,105194,8,1
Thomas Mapfumo,Thomas Mapfumo,Rise Up,Kunarira Mukati [Suffer In Silence],10,78723,78689,78722,1,1
Thomas Mapfumo,Thomas Mapfumo,Rise Up,Mukadzi Wangu [My Wife],6,78725,78689,78722,3,1
Thomas Mapfumo,Thomas Mapfumo,Rise Up,Ndodya Marasha [I'm Mad As Hell],6,78729,78689,78722,7,1
Thunderbitch,Thunderbitch,Thunderbitch,Leather Jacket,6,76284,76282,76283,1,1
Thunderbitch,Thunderbitch,Thunderbitch,Eastside Party,8,76287,76282,76283,4,1
Tindersticks,Tindersticks,Donkeys 92-97,Travelling Light,8,102638,78083,102637,5,1
Tindersticks,Tindersticks,Falling Down a Mountain,Hubbards Hills,4,102632,78083,102626,6,1
Tindersticks,Tindersticks,Simple Pleasure,Can We Start Again?,8,78135,78083,78134,1,1
Tindersticks,Tindersticks,Simple Pleasure,If You're Looking for a Way Out,6,102613,78083,78134,2,1
Tindersticks,Tindersticks,Tindersticks [II},Travelling Light,8,104277,78083,104266,11,1
Todd Terje,Todd Terje,It's Album Time,Johnny and Mary (Feat. Bryan Ferry),8,77541,77533,77534,7,1
Todd Terje,Todd Terje,It's Album Time,Inspector Norse,6,77546,77533,77534,12,1
The Tough Alliance,The Tough Alliance,A New Chance,Something Special,10,101087,86865,86866,1,1
The Tough Alliance,The Tough Alliance,A New Chance,Miami,6,101088,86865,86866,2,1
The Tough Alliance,The Tough Alliance,A New Chance,First Class Riot,8,101089,86865,86866,3,1
The Tough Alliance,The Tough Alliance,A New Chance,A New Chance,6,101091,86865,86866,4,1
The Tough Alliance,The Tough Alliance,A New Chance,The Last Dance,4,101092,86865,86866,5,1
The Tough Alliance,The Tough Alliance,A New Chance,Looking for Gold,8,101093,86865,86866,6,1
The Tough Alliance,The Tough Alliance,A New Chance,Neo Violence,6,101094,86865,86866,7,1
The Tough Alliance,The Tough Alliance,A New Chance,1981,4,101095,86865,86866,8,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,Handle With Care,8,103717,78349,103716,1,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,Dirty World,6,103718,78349,103716,2,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,Rattled,4,103719,78349,103716,3,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,Last Night,8,103720,78349,103716,4,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,Not Alone Any More,6,103721,78349,103716,5,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,Congratulations,4,103722,78349,103716,6,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,Heading for the Light,6,103723,78349,103716,7,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,Margarita,4,103724,78349,103716,8,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,Tweeter and the Monkey Man,6,103725,78349,103716,9,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,End of the Line,8,103726,78349,103716,10,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,She's My Baby,4,103729,78349,103716,13,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,Inside Out,4,103730,78349,103716,14,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,If You Belonged to Me,4,103731,78349,103716,15,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,The Devil's Been Busy,6,103732,78349,103716,16,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,7 Deadly Sins,4,103733,78349,103716,17,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,Poor House,4,103734,78349,103716,18,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,Where Were You Last Night?,4,103735,78349,103716,19,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,Cool Dry Place,4,103736,78349,103716,20,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,New Blue Moon,4,103737,78349,103716,21,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,You Took My Breath Away,4,103738,78349,103716,22,1
Traveling Wilburys,Traveling Wilburys,The Traveling Wilburys Collection,Wilbury Twist,4,103739,78349,103716,23,1
A Tribe Called Quest,A Tribe Called Quest,Midnight Marauders,Electric Relaxation,8,99988,99962,99980,8,1
A Tribe Called Quest,A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service,The Space Program,6,99964,99962,99963,1,1
A Tribe Called Quest,A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service,We the People...,8,103759,99962,99963,2,1
A Tribe Called Quest,A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service,Whateva Will Be,6,99966,99962,99963,3,1
A Tribe Called Quest,A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service,Solid Wall of Sound,8,99967,99962,99963,4,1
A Tribe Called Quest,A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service,Dis Generation,6,99968,99962,99963,5,1
A Tribe Called Quest,A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service,Kids...,4,99969,99962,99963,6,1
A Tribe Called Quest,A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service,Melatonin,6,99970,99962,99963,7,1
A Tribe Called Quest,A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service,Mobius,4,99972,99962,99963,9,1
A Tribe Called Quest,A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service,Black Spasmodic,6,99973,99962,99963,10,1
A Tribe Called Quest,A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service,Lost Somebody,6,99975,99962,99963,12,1
A Tribe Called Quest,A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service,Movin Backwards,6,99976,99962,99963,13,1
Twin Shadow,Twin Shadow,Confess,Golden Light,10,87340,87338,103925,1,1
Twin Shadow,Twin Shadow,Confess,You Call Me On,6,87341,87338,103925,2,1
Twin Shadow,Twin Shadow,Confess,Five Seconds,8,87342,87338,103925,3,1
Twin Shadow,Twin Shadow,Confess,Run My Heart,6,87343,87338,103925,4,1
Twin Shadow,Twin Shadow,Confess,Beg for the Night,4,103926,87338,103925,6,1
"Tyler, the Creator","Tyler, the Creator",IGOR,"GONE, GONE / THANK YOU",6,100732,100721,100722,10,1
"Tyler, the Creator","Tyler, the Creator",IGOR,I DON'T LOVE YOU ANYMORE,6,100733,100721,100722,11,1
Vampire Weekend,Vampire Weekend,Contra,Holiday,6,84416,84412,84413,3,1
Vampire Weekend,Vampire Weekend,Contra,Giving Up The Gun,6,84421,84412,84413,8,1
Vampire Weekend,Vampire Weekend,Modern Vampires Of The City,Obvious Bicycle,6,84437,84412,84436,1,1
Vampire Weekend,Vampire Weekend,Modern Vampires Of The City,Unbelievers,6,84438,84412,84436,2,1
Vampire Weekend,Vampire Weekend,Modern Vampires Of The City,Step,6,84439,84412,84436,3,1
Vampire Weekend,Vampire Weekend,Modern Vampires Of The City,Don't Lie,6,84441,84412,84436,5,1
Vampire Weekend,Vampire Weekend,Modern Vampires Of The City,Hannah Hunt,6,84442,84412,84436,6,1
Vampire Weekend,Vampire Weekend,Modern Vampires Of The City,Ya Hey,10,84446,84412,84436,10,1
Vampire Weekend,Vampire Weekend,Vampire Weekend,Oxford Comma,8,84426,84412,84424,2,1
Vampire Weekend,Vampire Weekend,Vampire Weekend,M79,6,84429,84412,84424,5,1
Vampire Weekend,Vampire Weekend,Vampire Weekend,The Kids Don't Stand A Chance,6,84435,84412,84424,11,1
Various Artists,Jon Phonics,Brownswood Bubblers 7,The One,4,98588,95400,98587,1,1
Various Artists,Tanya Auclair,Brownswood Bubblers 7,Thrum,4,98589,95400,98587,2,1
Various Artists,The Stepkids,Brownswood Bubblers 7,La La,4,98590,95400,98587,3,1
Various Artists,Stealing Sheep,Brownswood Bubblers 7,Shoot The Ducks to Win,4,98591,95400,98587,4,1
Various Artists,Zara McFarlane,Brownswood Bubblers 7,Waking Sleep (Thoughts),4,98592,95400,98587,5,1
Various Artists,Ntjamrosie,Brownswood Bubblers 7,In Need,4,98593,95400,98587,6,1
Various Artists,Cleveland & Ahmed,Brownswood Bubblers 7,Sensitive,4,98594,95400,98587,7,1
Various Artists,Obenewa,Brownswood Bubblers 7,Make It Better,4,98595,95400,98587,8,1
Various Artists,Ivy Chanel,Brownswood Bubblers 7,Wind Blows (Samba/Soul Remix),4,98596,95400,98587,9,1
Various Artists,Tall Black Guy,Brownswood Bubblers 7,Water No Enemy,4,98597,95400,98587,10,1
Various Artists,Chris Turner,Brownswood Bubblers 7,Liquid Love,4,98598,95400,98587,11,1
Various Artists,KING,Brownswood Bubblers 7,Hey,4,98599,95400,98587,12,1
Various Artists,Jesse Boykins III,Brownswood Bubblers 7,B4 the Night is Thru,4,98600,95400,98587,13,1
Various Artists,Cubic Zirconia Feat. Bilal,Brownswood Bubblers 7,Night Or Day,4,98601,95400,98587,14,1
Various Artists,Park,Brownswood Bubblers 7,Belleville,4,98602,95400,98587,15,1
Various Artists,Ratcliffe,Brownswood Bubblers 7,Mindset,4,98603,95400,98587,16,1
Various Artists,Shawn Chrystopher,CD From Jeff,All the Other Kids,8,96586,95400,96584,2,1
Various Artists,Chiddy Bang,CD From Jeff,Opposite of Adults,2,96592,95400,96584,8,1
Various Artists,P-Square,CD from Mo,Ifunaya,8,98632,95400,98631,2,1
Various Artists,The Miracles,The Complete Motown Singles Vol 2 (1962),I'll Try Something New,4,95438,95400,95419,19,1
Various Artists,The Marvelettes,The Complete Motown Singles Vol 2 (1962),Playboy,6,95440,95400,95419,21,1
Various Artists,The Miracles,The Complete Motown Singles Vol 2 (1962),You've Really Got a Hold on Me,10,95520,95400,95419,16,4
Various Artists,Stevie Wonder,The Complete Motown Singles Vol 4 (1964),Hey Harmonica Man [Second Pressing],4,98818,95400,98756,9,3
Various Artists,The Miracles,The Complete Motown Singles Vol 4 (1964),That's What Love Is Made Of [Single Version],4,98857,95400,98756,19,4
Various Artists,Marvin Gaye,The Complete Motown Singles Vol 4 (1964),Baby Don't You Do It [Single Version],4,98861,95400,98756,23,4
Various Artists,The Velvelettes,The Complete Motown Singles Vol 4 (1964),Needle In A Haystack [Single Version],4,98863,95400,98756,25,4
Various Artists,Stevie Wonder,The Complete Motown Singles Vol 4 (1964),Sad Boy [Single Version - Mono],4,98866,95400,98756,28,4
Various Artists,Mickey McCullers,The Complete Motown Singles Vol 4 (1964),Same Old Story [Alternate Mix],4,98876,95400,98756,10,5
Various Artists,The Spinners,The Complete Motown Singles Vol 4 (1964),Sweet Thing [Single Version],4,98877,95400,98756,11,5
Various Artists,The Marvelettes,The Complete Motown Singles Vol 4 (1964),Too Many Fish In The Sea,6,98883,95400,98756,17,5
Various Artists,Stevie Wonder,The Complete Motown Singles Vol 4 (1964),Tears In Vain [Single Version],4,98888,95400,98756,22,5
Various Artists,Marvin Gaye,The Complete Motown Singles Vol 4 (1964),Forever [Single Version],4,98893,95400,98756,27,5
Various Artists,Frank Wilson,The Complete Motown Singles Vol 5 (1965),Do I Love You (Indeed I Do),10,99449,95400,99283,24,6
Various Artists,The Supremes,The Complete Motown Singles Vol 7 (1967),There's No Stopping Us Now,6,99164,95400,99160,4,1
Various Artists,Brenda Holloway,The Complete Motown Singles Vol 7 (1967),Just Look What You've Done,6,99185,95400,99160,1,2
Various Artists,Bobby Taylor,The Complete Motown Singles Vol 9 (1969),"Oh, I've Been Blessed",4,97026,95400,96956,22,3
Various Artists,A Winged Victory For The Sullen,Erased Tapes Collection IV,Steep Hills Of Vicodin Tears,6,98406,95400,98405,1,1
Various Artists,Ólafur Arnalds & Nils Frahm,Erased Tapes Collection VII,Four,6,98373,95400,98369,4,1
Various Artists,Douglas Dare,Erased Tapes Collection VII,The Edge,4,98378,95400,98369,9,1
Various Artists,Kiasmos,Erased Tapes Collection VII,Looped,6,98379,95400,98369,10,1
Various Artists,Club 8,Labrador 100,Missing You,6,106993,95400,106989,4,1
Various Artists,Acid House Kings,Labrador 100,Sunday Morning,6,107014,95400,106989,25,1
Various Artists,Edson,Labrador 100,A Pleasant Dream,6,107025,95400,106989,11,2
Various Artists,The Radio Dept.,Labrador 100,Why Won't You Talk About It?,6,107030,95400,106989,16,2
Various Artists,Loveninjas,Labrador 100,I Wanna Be Like Johnny C,10,107070,95400,106989,7,4
Various Artists,Loveninjas,Labrador 100,Keep Your Love,6,107079,95400,106989,16,4
Various Artists,Pelle Carlberg,Labrador 100,Riverbank,6,107086,95400,106989,23,4
Various Artists,Creation,Northern Soul Fever 1,I Got the Fever,6,95534,95400,95533,1,1
Various Artists,Ibeyi,NPR Music's The Austin 100 (2015),Ghosts,6,98043,95400,98002,37,1
Various Artists,Silk Rhodes,Our Vinyl Weighs a Ton: This Is Stones Throw Records,Face 2 Face,8,98612,95400,98604,8,1
Various Artists,Quasimoto,Our Vinyl Weighs a Ton: This Is Stones Throw Records,Low Class Conspiracy,6,98620,95400,98604,16,1
Various Artists,Modest Mouse,Pitchfork Top 50 Singles of 2004,Float On,8,96162,95400,96157,17,1
Various Artists,Alan Braxe & Fred Falke,Pitchfork Top 50 Singles of 2004,Rubicon,6,96164,95400,96157,22,1
Various Artists,Hercules and Love Affair,Pitchfork Top 100 Tracks of 2008,Blind,6,97576,95400,97575,1,1
Various Artists,Fleet Foxes,Pitchfork Top 100 Tracks of 2008,White Winter Hymnal,8,97577,95400,97575,2,1
Various Artists,Hot Chip,Pitchfork Top 100 Tracks of 2008,Ready for the Floor,8,97578,95400,97575,3,1
Various Artists,Santogold,Pitchfork Top 100 Tracks of 2008,L.E.S. Artistes,6,97579,95400,97575,4,1
Various Artists,M83,Pitchfork Top 100 Tracks of 2008,Kim & Jessie,6,97580,95400,97575,5,1
Various Artists,Deerhunter,Pitchfork Top 100 Tracks of 2008,Nothing Ever Happened,6,97581,95400,97575,6,1
Various Artists,Cut Copy,Pitchfork Top 100 Tracks of 2008,Hearts on Fire,6,97582,95400,97575,7,1
Various Artists,Air France,Pitchfork Top 100 Tracks of 2008,Collapsing at Your Doorstep,10,97583,95400,97575,8,1
Various Artists,Portishead,Pitchfork Top 100 Tracks of 2008,Machine Gun,4,97584,95400,97575,9,1
Various Artists,Estelle,Pitchfork Top 100 Tracks of 2008,American Boy,8,103423,95400,97575,10,1
Various Artists,David Byrne and Brian Eno,Pitchfork Top 100 Tracks of 2008,Strange Overtones,6,97587,95400,97575,11,1
Various Artists,Cut Copy,Pitchfork Top 100 Tracks of 2008,Out There on the Ice,6,97588,95400,97575,12,1
Various Artists,Kanye West,Pitchfork Top 100 Tracks of 2008,Flashing Lights,6,97589,95400,97575,13,1
Various Artists,Lil Wayne,Pitchfork Top 100 Tracks of 2008,A Milli,4,97590,95400,97575,14,1
Various Artists,Amadou and Mariam,Pitchfork Top 100 Tracks of 2008,Sabali,6,97591,95400,97575,15,1
Various Artists,The Mae Shi,Pitchfork Top 100 Tracks of 2008,Run to Your Grave,6,97592,95400,97575,16,1
Various Artists,Wiley,Pitchfork Top 100 Tracks of 2008,Wearing My Rolex,2,97593,95400,97575,17,1
Various Artists,Women,Pitchfork Top 100 Tracks of 2008,Black Rice,2,97594,95400,97575,18,1
Various Artists,Vivian Girls,Pitchfork Top 100 Tracks of 2008,Where Do You Run To,4,97595,95400,97575,19,1
Various Artists,The Juan Maclean,Pitchfork Top 100 Tracks of 2008,Happy House,4,97596,95400,97575,20,1
Various Artists,Hercules and Love Affair,Pitchfork Top 100 Tracks of 2008,Hercules' Theme,6,97597,95400,97575,21,1
Various Artists,Santogold,Pitchfork Top 100 Tracks of 2008,Lights Out,4,97598,95400,97575,22,1
Various Artists,Beyoncé,Pitchfork Top 100 Tracks of 2008,Single Ladies (Put a Ring on It),8,97599,95400,97575,23,1
Various Artists,Gang Gang Dance,Pitchfork Top 100 Tracks of 2008,House Jam,8,97600,95400,97575,24,1
Various Artists,The Hold Steady,Pitchfork Top 100 Tracks of 2008,Constructive Summer,4,97601,95400,97575,25,1
Various Artists,The Walkmen,Pitchfork Top 100 Tracks of 2008,In the New Year,6,97602,95400,97575,26,1
Various Artists,T.I.,Pitchfork Top 100 Tracks of 2008,No Matter What,2,97603,95400,97575,27,1
Various Artists,No Age,Pitchfork Top 100 Tracks of 2008,Eraser,4,97604,95400,97575,28,1
Various Artists,Vampire Weekend,Pitchfork Top 100 Tracks of 2008,M79,6,97605,95400,97575,29,1
Various Artists,MGMT,Pitchfork Top 100 Tracks of 2008,Time to Pretend,8,97606,95400,97575,30,1
Various Artists,Aeroplane,Pitchfork Top 100 Tracks of 2008,Whispers (featuring Kathy Diamond),4,97607,95400,97575,31,1
Various Artists,Crystal Castles,Pitchfork Top 100 Tracks of 2008,Untrust Us,4,97608,95400,97575,32,1
Various Artists,Animal Collective,Pitchfork Top 100 Tracks of 2008,Street Flash,6,97609,95400,97575,33,1
Various Artists,Fuck Buttons,Pitchfork Top 100 Tracks of 2008,Sweet Love for Planet Earth,4,97610,95400,97575,34,1
Various Artists,Shearwater,Pitchfork Top 100 Tracks of 2008,The Snow Leopard,6,97611,95400,97575,35,1
Various Artists,Arthur Russell,Pitchfork Top 100 Tracks of 2008,I Couldn't Say It to Your Face,4,97612,95400,97575,36,1
Various Artists,Big Boi,Pitchfork Top 100 Tracks of 2008,Royal Flush (featuring Raekwon and André 3000),4,97613,95400,97575,37,1
Various Artists,TV on the Radio,Pitchfork Top 100 Tracks of 2008,DLZ,6,97614,95400,97575,38,1
Various Artists,Kanye West,Pitchfork Top 100 Tracks of 2008,Love Lockdown,6,97615,95400,97575,39,1
Various Artists,T.I.,Pitchfork Top 100 Tracks of 2008,Live Your Life (featuring Rihanna),6,97616,95400,97575,40,1
Various Artists,No Age,Pitchfork Top 100 Tracks of 2008,Sleeper Hold,4,97617,95400,97575,41,1
Various Artists,Nick Cave and the Bad Seeds,Pitchfork Top 100 Tracks of 2008,"Dig!!! Lazarus, Dig!!!",4,97618,95400,97575,42,1
Various Artists,Kelley Polar,Pitchfork Top 100 Tracks of 2008,Entropy Reigns (In the Celestial City),4,97619,95400,97575,43,1
Various Artists,Hot Chip,Pitchfork Top 100 Tracks of 2008,One Pure Thought,6,97620,95400,97575,44,1
Various Artists,Antony and the Johnsons,Pitchfork Top 100 Tracks of 2008,Shake That Devil,4,97621,95400,97575,45,1
Various Artists,M83,Pitchfork Top 100 Tracks of 2008,Graveyard Girl,4,97622,95400,97575,46,1
Various Artists,Alphabeat,Pitchfork Top 100 Tracks of 2008,Fascination,4,97623,95400,97575,47,1
Various Artists,Spiritualized,Pitchfork Top 100 Tracks of 2008,Soul on Fire,6,97624,95400,97575,48,1
Various Artists,Jay Reatard,Pitchfork Top 100 Tracks of 2008,Always Wanting More,4,97625,95400,97575,49,1
Various Artists,Invisible Conga People,Pitchfork Top 100 Tracks of 2008,Cable Dazed,4,97626,95400,97575,50,1
Various Artists,TV on the Radio,Pitchfork Top 100 Tracks of 2008,Golden Age,6,97627,95400,97575,51,1
Various Artists,Ricardo Villalobos,Pitchfork Top 100 Tracks of 2008,Enfants (Chants),6,97628,95400,97575,52,1
Various Artists,Be Your Own Pet,Pitchfork Top 100 Tracks of 2008,Becky,6,97629,95400,97575,53,1
Various Artists,Lykke Li,Pitchfork Top 100 Tracks of 2008,Little Bit,4,97630,95400,97575,54,1
Various Artists,Usher,Pitchfork Top 100 Tracks of 2008,Love In This Club (feat. Young Jeezy),6,97631,95400,97575,55,1
Various Artists,Vampire Weekend,Pitchfork Top 100 Tracks of 2008,Oxford Comma,8,97632,95400,97575,56,1
Various Artists,High Places,Pitchfork Top 100 Tracks of 2008,From Stardust to Sentience,4,97633,95400,97575,57,1
Various Artists,Annie,Pitchfork Top 100 Tracks of 2008,I Know UR Girlfriend Hates Me,4,97634,95400,97575,58,1
Various Artists,The Dodos,Pitchfork Top 100 Tracks of 2008,Fools,4,97635,95400,97575,59,1
Various Artists,Crystal Castles,Pitchfork Top 100 Tracks of 2008,Courtship Dating,4,97636,95400,97575,60,1
Various Artists,Q-Tip,Pitchfork Top 100 Tracks of 2008,Gettin' Up,4,97637,95400,97575,61,1
Various Artists,The Tough Alliance,Pitchfork Top 100 Tracks of 2008,Lucky,4,97638,95400,97575,62,1
Various Artists,The Very Best,Pitchfork Top 100 Tracks of 2008,Kamphopo,8,97639,95400,97575,63,1
Various Artists,The Whitest Boy Alive,Pitchfork Top 100 Tracks of 2008,Golden Cage (Fred Falke Remix),4,97640,95400,97575,64,1
Various Artists,Max Tundra,Pitchfork Top 100 Tracks of 2008,Which Song,4,97641,95400,97575,65,1
Various Artists,Lykke Li,Pitchfork Top 100 Tracks of 2008,"Dance, Dance, Dance",6,97642,95400,97575,66,1
Various Artists,Young Jeezy,Pitchfork Top 100 Tracks of 2008,Put On (featuring Kanye West),4,97643,95400,97575,67,1
Various Artists,Four Tet,Pitchfork Top 100 Tracks of 2008,Ribbons,6,97644,95400,97575,68,1
Various Artists,Portishead,Pitchfork Top 100 Tracks of 2008,The Rip,4,97645,95400,97575,69,1
Various Artists,Rihanna,Pitchfork Top 100 Tracks of 2008,Don't Stop the Music,4,97646,95400,97575,70,1
Various Artists,Sigur Rós,Pitchfork Top 100 Tracks of 2008,Gobbledigook,8,97647,95400,97575,71,1
Various Artists,Fleet Foxes,Pitchfork Top 100 Tracks of 2008,Blue Ridge Mountains,6,97648,95400,97575,72,1
Various Artists,Goldfrapp,Pitchfork Top 100 Tracks of 2008,A&E,8,97649,95400,97575,73,1
Various Artists,Wale,Pitchfork Top 100 Tracks of 2008,The Kramer,4,97650,95400,97575,74,1
Various Artists,Little Boots,Pitchfork Top 100 Tracks of 2008,Stuck on Repeat,4,97651,95400,97575,75,1
Various Artists,Justice,Pitchfork Top 100 Tracks of 2008,DVNO (Radio Edit),4,97652,95400,97575,76,1
Various Artists,Telepathe,Pitchfork Top 100 Tracks of 2008,I Can't Stand It,4,97653,95400,97575,77,1
Various Artists,Frightened Rabbit,Pitchfork Top 100 Tracks of 2008,The Modern Leper,4,97654,95400,97575,78,1
Various Artists,Ida Maria,Pitchfork Top 100 Tracks of 2008,Oh My God,6,97655,95400,97575,79,1
Various Artists,The Bug,Pitchfork Top 100 Tracks of 2008,Poison Dart (featuring Warrior Queen),2,97656,95400,97575,80,1
Various Artists,Love Is All,Pitchfork Top 100 Tracks of 2008,Wishing Well,4,97657,95400,97575,81,1
Various Artists,Solange,Pitchfork Top 100 Tracks of 2008,Sandcastle Disco,6,97658,95400,97575,82,1
Various Artists,Titus Andronicus,Pitchfork Top 100 Tracks of 2008,"Upon Viewing Brueghel's ""Landscape With the Fall of Icarus""",4,97659,95400,97575,83,1
Various Artists,Beach House,Pitchfork Top 100 Tracks of 2008,Gila,6,97660,95400,97575,84,1
Various Artists,Osborne,Pitchfork Top 100 Tracks of 2008,16th Stage,6,97661,95400,97575,85,1
Various Artists,Los Campesinos!,Pitchfork Top 100 Tracks of 2008,"Sweet Dreams, Sweet Cheeks",4,97662,95400,97575,86,1
Various Artists,The Veronicas,Pitchfork Top 100 Tracks of 2008,Untouched,4,97663,95400,97575,87,1
Various Artists,Low Motion Disco,Pitchfork Top 100 Tracks of 2008,Things Are Gonna Get Easier,6,97664,95400,97575,88,1
Various Artists,Ponytail,Pitchfork Top 100 Tracks of 2008,Celebrate The Body Electric (It Came From an Angel),2,97665,95400,97575,89,1
Various Artists,Sic Alps,Pitchfork Top 100 Tracks of 2008,Message From the Law,4,97666,95400,97575,90,1
Various Artists,Jamie Lidell,Pitchfork Top 100 Tracks of 2008,All I Wanna Do,6,97667,95400,97575,91,1
Various Artists,Born Ruffians,Pitchfork Top 100 Tracks of 2008,I Need a Life (Four Tet Remx),4,97668,95400,97575,92,1
Various Artists,Atlas Sound,Pitchfork Top 100 Tracks of 2008,River Card,6,97669,95400,97575,93,1
Various Artists,WHY?,Pitchfork Top 100 Tracks of 2008,Fatalist Palmistry,4,97670,95400,97575,94,1
Various Artists,Friendly Fires,Pitchfork Top 100 Tracks of 2008,Paris (featuring Au Revoir Simone) (Aeroplane Remix),4,97671,95400,97575,95,1
Various Artists,Empire of the Sun,Pitchfork Top 100 Tracks of 2008,Walking on a Dream,6,97672,95400,97575,96,1
Various Artists,Buraka Som Sistema,Pitchfork Top 100 Tracks of 2008,Sound of Kudero (featuring M.I.A. and DJ Znobia),2,97673,95400,97575,97,1
Various Artists,The Magnetic Fields,Pitchfork Top 100 Tracks of 2008,The Nun's Litany,4,97674,95400,97575,98,1
